CELL_ID,SUBCLASS
47,Astrocytes
84,L6_IT
328,L5_IT
421,VLMC
473,L23_IT
617,L23_IT
702,L45_IT
1060,L45_IT
1122,L23_IT
1238,L6_CT
1317,Astrocytes
1370,Endothelial
1525,Astrocytes
1611,Microglia
1634,L6_CT
1708,L23_IT
1746,L5_IT
1762,Astrocytes
1834,PVM
1979,Endothelial
2002,Endothelial
2146,Endothelial
2149,L23_IT
2157,L6_IT_Car3
2226,Astrocytes
2270,Endothelial
2289,L45_IT
2365,L45_IT
2373,PVM
2429,L5_IT
2469,L45_IT
2487,Microglia
2775,L5_IT
2782,L23_IT
2917,L45_IT
3024,Endothelial
3063,L6_CT
3099,Astrocytes
3109,Astrocytes
3112,L45_IT
3145,L5_IT
3204,L6_CT
3280,L45_IT
3301,Astrocytes
3551,L45_IT
3754,L45_IT
3809,L6_CT
4029,L5_IT
4032,L56_NP
4442,L45_IT
4505,L6_CT
4594,VLMC
4609,OPC
4963,OPC
5101,Astrocytes
5135,Endothelial
5202,Microglia
5208,Endothelial
5288,L5_PT
5317,L6_CT
5320,L23_IT
5372,L6_CT
5402,VLMC
5445,L23_IT
5731,PVM
5817,Oligodendrocytes
5841,L5_IT
5868,Astrocytes
6110,L6_CT
6212,L45_IT
6250,L56_NP
6311,L23_IT
6314,L5_PT
6489,L6_CT
6506,VLMC
6527,L5_IT
6616,L5_IT
6710,L6_IT
6727,L45_IT
6912,L5_IT
7213,L45_IT
7345,Astrocytes
7457,L23_IT
7496,L5_PT
7534,Endothelial
7575,L45_IT
7609,Microglia
7812,L23_IT
7886,L45_IT
7940,L45_IT
7950,SMC
7993,Pvalb
8023,L45_IT
8245,L45_IT
8306,L45_IT
8570,L5_PT
8586,Lamp5
8649,Endothelial
8937,L6_CT
8938,VLMC
8991,Pericytes
8994,VLMC
9003,Oligodendrocytes
9042,L23_IT
9233,L45_IT
9448,Endothelial
9475,Oligodendrocytes
9493,L45_IT
9918,L23_IT
10038,L6_CT
10207,VLMC
10287,L23_IT
10421,L5_IT
10474,L56_NP
10640,VLMC
10677,L45_IT
10877,VLMC
10914,SMC
10925,L23_IT
10946,L23_IT
10981,L5_IT
10989,L5_IT
11069,Microglia
11105,VLMC
11262,SMC
11296,L5_PT
11590,L45_IT
11642,L23_IT
11852,Sst
11880,Microglia
11957,L5_PT
12000,L23_IT
12013,L45_IT
12040,Astrocytes
12082,L23_IT
12084,L45_IT
12292,Endothelial
12302,Endothelial
12423,L5_IT
12497,L45_IT
12512,VLMC
12535,L23_IT
12595,OPC
12620,Astrocytes
12698,L6_IT
12943,Astrocytes
13006,L23_IT
13038,L23_IT
13144,L23_IT
13215,L23_IT
13249,L6_IT
13331,Microglia
13373,L6_CT
13426,L6_CT
13599,L45_IT
13750,L5_PT
13907,L45_IT
14027,L6_CT
14063,SMC
14110,Microglia
14128,L5_IT
14129,Endothelial
14196,L45_IT
14393,Pvalb
14584,L23_IT
14883,Endothelial
14907,L5_IT
15004,L5_IT
15049,Astrocytes
15109,L6_CT
15242,L23_IT
15255,Oligodendrocytes
15546,OPC
15633,L5_IT
15646,L5_IT
15694,L45_IT
15707,Microglia
15722,Sst
15826,Astrocytes
15938,L6_CT
15939,L6_CT
16006,OPC
16046,VLMC
16111,Lamp5
16124,Endothelial
16216,VLMC
16404,L45_IT
16447,Pericytes
16515,Sst
16524,L23_IT
16531,Endothelial
16543,L45_IT
16585,PVM
16797,L5_IT
16859,L45_IT
16881,Microglia
16957,Pericytes
16965,L45_IT
17149,Astrocytes
17221,L45_IT
17251,Pericytes
17382,L45_IT
17451,Endothelial
17496,L45_IT
17519,L23_IT
17589,Astrocytes
17796,Astrocytes
17804,Microglia
17940,Oligodendrocytes
17954,L45_IT
18250,L5_IT
18437,Astrocytes
18547,VLMC
18615,L45_IT
18768,Lamp5
18789,L45_IT
18847,L45_IT
18955,L5_PT
18985,VLMC
19019,Pericytes
19140,Astrocytes
19220,L5_IT
19227,Astrocytes
19240,Astrocytes
19307,Pvalb
19531,L45_IT
19585,Endothelial
19602,L6_CT
19684,Pvalb
19851,L23_IT
19897,Astrocytes
19900,OPC
19925,L45_IT
20077,L6_CT
20271,Vip
