CELL_ID,SUBCLASS
10,L5_PT
115,L45_IT
175,other
176,L6_CT
204,OPC
220,L6_CT
225,Endothelial
229,L5_PT
324,Pericytes
338,L5_IT
629,L6_CT
711,Endothelial
734,L23_IT
835,L23_IT
859,L45_IT
893,Microglia
913,Pvalb
973,L23_IT
1063,Astrocytes
1199,Astrocytes
1201,VLMC
1268,Oligodendrocytes
1286,L45_IT
1290,Pericytes
1321,L23_IT
1367,Pericytes
1457,VLMC
1646,Vip
1675,Oligodendrocytes
1687,L45_IT
1700,L45_IT
1726,L6b
1805,Pvalb
1806,L5_IT
1900,Oligodendrocytes
1931,L23_IT
1965,L6_CT
2019,L6_CT
2063,Endothelial
2066,Pericytes
2093,L23_IT
2108,Astrocytes
2526,L23_IT
2547,L45_IT
2574,L45_IT
2578,L6_IT
2595,L6_CT
2640,VLMC
2750,other
2772,L6_IT
2798,L45_IT
2821,L45_IT
2838,Endothelial
2847,Pvalb
2971,Lamp5
3023,Oligodendrocytes
3037,L6_CT
3039,L45_IT
3044,Pericytes
3050,L23_IT
3055,L45_IT
3165,L56_NP
3174,Oligodendrocytes
3176,Oligodendrocytes
3191,L6_CT
3247,L6_CT
3347,L23_IT
3452,L5_PT
3530,Endothelial
3536,Pvalb
3629,Astrocytes
3661,L6_IT_Car3
3705,L6_CT
3805,Sst
3811,L23_IT
3819,Astrocytes
3820,L23_IT
3823,Microglia
3909,Pvalb
3921,Astrocytes
4111,Microglia
4151,L45_IT
4198,Astrocytes
4231,Endothelial
4287,Pvalb
4314,L45_IT
4387,Astrocytes
4395,L6_IT
4396,Oligodendrocytes
4418,L23_IT
4465,Oligodendrocytes
4506,Pvalb
4519,L23_IT
4523,Oligodendrocytes
4535,Pvalb
4570,L23_IT
4589,L45_IT
4632,other
4704,Astrocytes
4797,Endothelial
4804,L6_CT
4806,L23_IT
4841,SMC
4848,L45_IT
4874,L23_IT
4889,Microglia
4903,L45_IT
5074,Astrocytes
5120,L6_IT
5184,L23_IT
5214,VLMC
5326,Pvalb
5348,PVM
5429,L23_IT
5430,L6_CT
5457,Lamp5
5480,L23_IT
5568,other
5593,Endothelial
5599,Microglia
5617,L6_CT
5830,Oligodendrocytes
5856,L23_IT
5884,OPC
5885,Vip
5935,L5_IT
5937,Oligodendrocytes
5996,L23_IT
6012,L6_CT
6021,L6_IT
6079,L6_CT
6352,Endothelial
6498,L23_IT
6603,Endothelial
6640,Oligodendrocytes
6670,OPC
6722,Endothelial
6767,other
6778,L6_IT
6779,L6_IT
6804,Oligodendrocytes
6871,L45_IT
6896,L23_IT
6916,Oligodendrocytes
6947,L6_CT
7010,L5_IT
7045,Vip
7047,L6_IT
7102,L5_IT
7218,SMC
7233,L6_CT
7299,Oligodendrocytes
7304,Endothelial
7316,L23_IT
7328,L23_IT
7344,L6b
7403,Sst
7450,Astrocytes
7577,L45_IT
7645,L6b
7656,L45_IT
7762,L56_NP
7784,Endothelial
7817,L45_IT
7834,L6_IT_Car3
7880,L23_IT
7939,L5_IT
7952,Pericytes
7977,L23_IT
7992,Endothelial
8079,L45_IT
8111,OPC
8151,OPC
8188,Pericytes
8350,OPC
8424,L6b
8437,Oligodendrocytes
8438,Oligodendrocytes
8439,Endothelial
8463,Oligodendrocytes
8487,Sst
8511,L23_IT
8567,Pvalb
8655,L23_IT
8744,L23_IT
8748,L23_IT
8839,Astrocytes
8910,Oligodendrocytes
8934,L6_CT
9028,Astrocytes
9035,L23_IT
9043,L6_IT_Car3
9049,Pericytes
9051,L6_CT
9072,other
9143,Astrocytes
9234,OPC
9279,Endothelial
9305,L45_IT
9339,L6_CT
9351,L45_IT
9374,L45_IT
9378,Astrocytes
9414,L6_CT
9438,L6_CT
9442,L45_IT
9714,Lamp5
9728,Oligodendrocytes
9820,Endothelial
9834,L45_IT
9844,L45_IT
9846,L23_IT
9850,L45_IT
9897,L23_IT
9964,Microglia
10087,Astrocytes
10114,L5_IT
10118,L6_CT
10202,Oligodendrocytes
10210,L23_IT
10274,L6_IT
10291,Astrocytes
10300,L5_PT
10308,L45_IT
10317,L23_IT
10321,L45_IT
10324,Microglia
10344,L45_IT
10369,Pvalb
10383,Oligodendrocytes
10470,other
10478,L23_IT
10513,Oligodendrocytes
10532,L6_IT_Car3
10673,Endothelial
10681,other
10722,L5_IT
10740,Endothelial
10872,L45_IT
10962,Astrocytes
11013,other
11029,L23_IT
11116,Oligodendrocytes
11132,L6_CT
11163,L6_CT
11252,L45_IT
11257,L6_CT
11316,VLMC
11362,Endothelial
11403,Sst_Chodl
11446,VLMC
11465,L6b
11528,L5_PT
11561,Endothelial
11563,Oligodendrocytes
11567,PVM
11572,L6_CT
11589,Endothelial
11627,L6_IT
11745,Oligodendrocytes
11746,Astrocytes
11770,Endothelial
11789,L6_IT
11791,L6_CT
11794,PVM
11905,L45_IT
11920,L6_IT
11960,Oligodendrocytes
11974,Oligodendrocytes
12010,L23_IT
12093,L23_IT
12183,L23_IT
12188,L45_IT
12262,L45_IT
12289,SMC
12307,VLMC
12331,VLMC
12387,L45_IT
12396,L45_IT
12459,PVM
12490,Oligodendrocytes
12493,other
12496,L23_IT
12536,L5_IT
12605,L5_IT
