CELL_ID,SUBCLASS
44,L5_PT
53,L23_IT
87,L6_CT
131,L6_IT
141,L6_CT
201,L23_IT
240,Oligodendrocytes
276,Astrocytes
300,Pvalb
345,Endothelial
356,SMC
430,L6_CT
472,Endothelial
483,L45_IT
493,L23_IT
578,other
620,L45_IT
626,PVM
637,L45_IT
642,L6_CT
876,L23_IT
937,Oligodendrocytes
983,Oligodendrocytes
985,L23_IT
1012,Oligodendrocytes
1043,OPC
1090,L45_IT
1132,VLMC
1181,Astrocytes
1243,L5_IT
1353,Oligodendrocytes
1385,L23_IT
1431,L6_CT
1478,L6_CT
1552,L6_CT
1625,L6_IT
1649,PVM
1685,L5_IT
1686,L45_IT
1743,L6_CT
1764,L45_IT
1770,L45_IT
1803,L6_CT
1813,L6_IT
1831,Endothelial
1883,L5_PT
1892,other
1893,L45_IT
1976,L6_CT
1996,L6_CT
1999,OPC
2202,L56_NP
2238,VLMC
2260,L6_CT
2342,PVM
2357,L5_IT
2363,L6_CT
2407,Pericytes
2433,L45_IT
2439,L45_IT
2541,L5_PT
2608,L6_CT
2864,Endothelial
2873,Oligodendrocytes
3043,other
3056,Astrocytes
3131,VLMC
3179,L5_PT
3180,L6_CT
3218,L23_IT
3262,L45_IT
3307,L45_IT
3325,Microglia
3403,Astrocytes
3524,Lamp5
3575,Microglia
3593,Pvalb
3676,Astrocytes
3685,Astrocytes
3739,Astrocytes
3810,Microglia
3934,Endothelial
3939,L23_IT
3980,Endothelial
4039,Endothelial
4054,Endothelial
4243,L6_CT
4310,Microglia
4316,L6_CT
4408,PVM
4443,L6_IT
4455,Oligodendrocytes
4458,L23_IT
4562,L45_IT
4644,Astrocytes
4687,other
4734,Endothelial
4776,Oligodendrocytes
4788,Astrocytes
4813,L6_IT
4864,L23_IT
4927,L6_CT
5051,Pericytes
5085,L45_IT
5105,L23_IT
5113,PVM
5124,VLMC
5323,L5_IT
5333,L45_IT
5360,L45_IT
5367,Pvalb
5409,Pericytes
5571,Pvalb
5623,L23_IT
5642,L5_IT
5713,VLMC
5783,Oligodendrocytes
5860,L6_IT
5889,L6_IT
5959,Pericytes
5963,L45_IT
5972,Oligodendrocytes
6000,L45_IT
6046,L6_CT
6277,L45_IT
6362,Oligodendrocytes
6418,Astrocytes
6575,L5_IT
6608,L23_IT
6668,Oligodendrocytes
6690,Astrocytes
6803,Oligodendrocytes
6891,L6_IT
6936,L6b
6953,L6_CT
7019,L23_IT
7084,L45_IT
7125,L5_IT
7313,SMC
7338,Microglia
7372,L45_IT
7379,Astrocytes
7390,L6_CT
7410,Astrocytes
7462,L5_IT
7542,Oligodendrocytes
7597,L6_CT
7668,L23_IT
7688,VLMC
7697,L6_IT
7708,L45_IT
7733,Astrocytes
7735,SMC
7836,L45_IT
8101,OPC
8217,Endothelial
8219,L6_CT
8234,Oligodendrocytes
8248,L5_PT
8253,OPC
8258,other
8270,L6_IT
8354,L45_IT
8389,L6b
8450,Oligodendrocytes
8504,L45_IT
8539,L6_CT
8575,L45_IT
8644,Oligodendrocytes
8768,L45_IT
8836,Microglia
8925,PVM
8993,Pericytes
9008,Pvalb
9029,Endothelial
9165,Endothelial
9179,other
9200,Pvalb
9202,L5_IT
9217,L45_IT
9252,Oligodendrocytes
9303,L56_NP
9329,L6_CT
9611,Pericytes
9643,L5_IT
9783,Sst
9839,L45_IT
