CELL_ID,SUBCLASS
101,L5_IT
272,L45_IT
348,Astrocytes
364,L56_NP
411,Endothelial
489,Oligodendrocytes
525,L23_IT
534,L6_CT
583,L23_IT
616,L5_PT
657,L23_IT
665,VLMC
781,L6_CT
798,Pvalb
856,VLMC
896,L56_NP
936,L23_IT
1055,L6_CT
1079,Pericytes
1135,L45_IT
1151,Endothelial
1380,Pericytes
1381,L5_IT
1466,Endothelial
1491,L5_IT
1531,Microglia
1546,Oligodendrocytes
1599,L5_PT
1676,L23_IT
1691,L6_IT
1808,L23_IT
1918,L23_IT
1929,L45_IT
1994,L6_IT
2092,L6_CT
2181,L23_IT
2221,Microglia
2246,L23_IT
2297,Pericytes
2338,L5_PT
2379,OPC
2382,L6_IT
2453,Endothelial
2535,Lamp5
2657,L6_CT
2903,Vip
2914,L45_IT
2936,Oligodendrocytes
2941,L23_IT
3036,L5_IT
3079,Astrocytes
3098,L45_IT
3111,L5_IT
3123,L45_IT
3130,Microglia
3143,Sst
3154,Astrocytes
3213,Oligodendrocytes
3226,L45_IT
3261,L45_IT
3377,L5_IT
3443,L45_IT
3627,Astrocytes
3714,L5_IT
3800,L23_IT
3845,PVM
3881,L45_IT
3889,L45_IT
4013,Pvalb
4353,L45_IT
4397,Pericytes
4611,L23_IT
4646,Microglia
4705,Microglia
4711,Sst_Chodl
4817,Astrocytes
4856,Astrocytes
4924,L23_IT
4975,L5_PT
5011,Lamp5
5231,L6_CT
5405,L23_IT
5424,L45_IT
5538,L5_PT
5587,L6_CT
5624,L56_NP
5631,L23_IT
5835,L6b
6087,L23_IT
6107,L56_NP
6150,VLMC
6209,L23_IT
6338,L23_IT
6376,L6_CT
6468,Pericytes
6531,PVM
6557,L5_PT
6574,Endothelial
6623,L23_IT
6762,L56_NP
6792,L5_IT
6925,Endothelial
6937,Oligodendrocytes
7020,L23_IT
7067,L45_IT
7183,Astrocytes
7195,PVM
7228,Oligodendrocytes
7270,L23_IT
7277,Microglia
7315,L6_IT
7374,Endothelial
7386,Astrocytes
7398,L5_IT
7439,Endothelial
7452,L6_IT_Car3
7482,Endothelial
7490,Astrocytes
7493,Microglia
7528,L23_IT
7678,L23_IT
7780,L5_IT
7814,L5_IT
7898,Astrocytes
7969,L23_IT
7974,Endothelial
8119,L23_IT
8285,L23_IT
8292,L5_IT
8335,Astrocytes
8408,Oligodendrocytes
8499,Microglia
8532,L6_CT
8560,Astrocytes
8589,L6_IT
8645,Sst
8648,L5_IT
8711,Microglia
8750,L5_IT
8866,L45_IT
9007,Pericytes
9016,Astrocytes
9052,Astrocytes
9081,L23_IT
9196,Pvalb
9349,L6_IT
9360,L23_IT
9437,Sst
9454,Microglia
9481,Astrocytes
9489,Endothelial
9501,L6_CT
9505,L5_IT
9608,L45_IT
9690,L45_IT
9768,Astrocytes
9877,Sst
9892,Oligodendrocytes
10094,L6_IT
10176,L6_IT
10263,PVM
10264,L6_CT
10282,Astrocytes
10382,L45_IT
10604,SMC
10667,Sst
10683,L23_IT
10708,Oligodendrocytes
10745,L23_IT
10769,Endothelial
10811,L6_CT
10825,Astrocytes
10868,Oligodendrocytes
10884,L45_IT
10885,L6_CT
10944,L45_IT
10975,Oligodendrocytes
11011,Endothelial
11124,PVM
11136,Endothelial
11145,L6_CT
11217,Oligodendrocytes
11219,Oligodendrocytes
11311,OPC
11331,SMC
11357,Oligodendrocytes
11359,L6_CT
11381,Sst
11383,Astrocytes
11407,VLMC
11423,Lamp5
11463,L23_IT
11476,L5_IT
11558,L6_CT
11631,L6_CT
11710,L45_IT
11736,Astrocytes
11790,Astrocytes
11987,Oligodendrocytes
11990,Oligodendrocytes
12065,L23_IT
12099,L6_IT_Car3
12135,L23_IT
12140,Pericytes
12150,L23_IT
12162,OPC
12186,L45_IT
12198,Endothelial
12291,L5_IT
12298,L23_IT
12397,Lamp5
12515,Astrocytes
12525,L23_IT
12544,L23_IT
12557,Astrocytes
12639,OPC
12641,PVM
12734,L45_IT
12762,L6_CT
12827,Oligodendrocytes
12840,L23_IT
12880,L23_IT
12905,L45_IT
12937,Endothelial
13063,L23_IT
13065,L6_IT
13185,L5_IT
13194,L5_PT
13241,L45_IT
13263,L6_CT
13292,L23_IT
13293,L45_IT
13365,Astrocytes
13412,L23_IT
13456,Pericytes
13577,Endothelial
13628,L23_IT
13637,Vip
13646,L23_IT
13695,Microglia
13962,L5_PT
13968,L45_IT
13989,L6_IT
13993,L45_IT
14007,L5_PT
14052,Astrocytes
14176,Endothelial
14182,L23_IT
14389,Oligodendrocytes
14414,Oligodendrocytes
14490,L23_IT
14558,L6b
14714,L6_IT
14725,PVM
14729,Endothelial
14758,L6_CT
14816,Astrocytes
14962,Oligodendrocytes
15128,L6_CT
15307,L23_IT
15309,PVM
15334,L23_IT
15448,L23_IT
15497,VLMC
15531,L5_IT
15581,L5_IT
15591,Oligodendrocytes
15600,Pericytes
15658,L45_IT
15660,L6_CT
15676,Oligodendrocytes
15757,L6_CT
15789,L23_IT
15879,VLMC
15913,L6_CT
15933,L23_IT
15944,L23_IT
16028,L6_CT
16104,L23_IT
16152,Astrocytes
16208,L5_PT
16260,L23_IT
16363,L45_IT
16399,Oligodendrocytes
16419,L45_IT
16455,Endothelial
16460,Oligodendrocytes
16528,L45_IT
16622,VLMC
16623,SMC
16627,L45_IT
16720,L23_IT
16794,Oligodendrocytes
16867,L23_IT
16916,Pvalb
16931,other
16948,Pvalb
17022,L5_IT
17038,L45_IT
17063,L23_IT
17069,L23_IT
17072,L5_PT
17210,L5_IT
17237,L45_IT
17351,OPC
17362,L5_IT
17385,Endothelial
17415,Oligodendrocytes
17424,L23_IT
17437,L23_IT
17454,L23_IT
17570,L23_IT
17590,L5_IT
17675,OPC
17677,Endothelial
17742,Astrocytes
17748,Astrocytes
18048,Endothelial
18085,VLMC
18134,OPC
18193,L23_IT
18207,L45_IT
18280,L45_IT
18454,L5_IT
18464,L5_IT
18515,L45_IT
18579,Sst
18602,L23_IT
18693,SMC
18725,L6_IT
18799,Vip
18825,L5_PT
18830,L6_CT
18951,Pericytes
18968,L5_PT
19100,Oligodendrocytes
19268,Microglia
19326,L23_IT
19370,L23_IT
19440,Sst
19441,L23_IT
19463,L5_PT
19491,Pvalb
19525,L23_IT
19670,Astrocytes
19677,L45_IT
19786,L6_IT
19891,L6_CT
19938,L6_CT
19991,L6_CT
20007,Pericytes
20015,L5_IT
20107,other
20117,L45_IT
20214,Oligodendrocytes
20234,L45_IT
20269,L5_IT
20333,PVM
20374,Oligodendrocytes
20436,L6_CT
20494,PVM
20535,L23_IT
20558,L6_CT
20612,L45_IT
20618,L6_CT
20698,Astrocytes
20718,L23_IT
20732,Endothelial
20733,L23_IT
20785,L45_IT
20795,Oligodendrocytes
20880,Endothelial
20904,L23_IT
20942,L23_IT
20947,L23_IT
20976,Astrocytes
21081,L45_IT
21112,L5_IT
21116,L6_IT
21182,Endothelial
21185,L6b
21352,L23_IT
21427,Oligodendrocytes
21477,Astrocytes
21516,L23_IT
21599,L23_IT
21670,Microglia
21686,Microglia
21857,Pericytes
21867,L23_IT
21880,L45_IT
22140,L45_IT
22169,Pericytes
22186,L6_CT
22197,L45_IT
22277,L5_PT
22283,L6_IT
22371,Pvalb
22397,L23_IT
22462,L6_CT
22522,L23_IT
22782,Pvalb
22804,SMC
22852,Pvalb
22889,L6_CT
23005,L56_NP
