CELL_ID,SUBCLASS
25,Endothelial
49,L23_IT
103,Oligodendrocytes
258,L45_IT
282,L23_IT
294,L23_IT
416,L45_IT
434,L45_IT
451,L45_IT
732,L6_IT
820,L56_NP
871,L6_CT
927,L45_IT
1065,L45_IT
1072,OPC
1158,Endothelial
1161,L6_IT
1186,L23_IT
1191,Astrocytes
1365,L6_CT
1452,L5_IT
1528,L6_CT
1530,L6_CT
1555,L45_IT
1648,Microglia
1690,L23_IT
1836,L23_IT
1837,L5_IT
1887,L6b
2003,L45_IT
2018,Astrocytes
2051,Endothelial
2054,L6_CT
2112,L45_IT
2254,L23_IT
2279,L6b
2341,L45_IT
2361,Astrocytes
2548,Oligodendrocytes
2550,L45_IT
2614,L6_CT
2699,L23_IT
2726,L23_IT
2763,other
2834,SMC
2843,L5_IT
2890,L45_IT
2967,Oligodendrocytes
2990,L45_IT
3013,Oligodendrocytes
3208,Lamp5
3283,Endothelial
3336,L45_IT
3449,L45_IT
3617,Astrocytes
3748,L23_IT
3753,L6_CT
3756,L23_IT
3912,Endothelial
3952,L23_IT
3965,L23_IT
3992,Microglia
4001,Microglia
4010,Oligodendrocytes
4017,Endothelial
4048,Oligodendrocytes
4081,Microglia
4141,L23_IT
4142,L6_CT
4219,Astrocytes
4294,L45_IT
4358,Pericytes
4366,L45_IT
4390,L45_IT
4511,L45_IT
4599,Pericytes
4613,SMC
4614,Endothelial
4624,Oligodendrocytes
4699,L23_IT
4724,Endothelial
4798,Pericytes
4834,Astrocytes
5038,L6_CT
5063,L6_CT
5099,Astrocytes
5186,Endothelial
5244,L6_CT
5261,L6_CT
5358,L23_IT
5361,L45_IT
5363,L23_IT
5537,L45_IT
5811,Endothelial
5850,L45_IT
5881,L6_CT
5965,Microglia
5983,Pvalb
6007,L45_IT
6047,Astrocytes
6095,L23_IT
6185,L5_IT
6207,L23_IT
6353,SMC
6438,L45_IT
6519,L45_IT
6600,L6_CT
6826,L45_IT
6965,L45_IT
6988,L6_CT
7057,L45_IT
7231,Endothelial
7305,L45_IT
7352,L5_IT
7384,L6_CT
7477,L45_IT
7579,L5_IT
7625,Oligodendrocytes
7635,L45_IT
7649,Endothelial
7694,L6_IT
7790,Oligodendrocytes
7828,Endothelial
7844,Microglia
7865,L5_IT
7868,L6_CT
7895,L23_IT
7912,L45_IT
7943,L23_IT
8013,L45_IT
8092,L5_PT
8105,Astrocytes
8141,L5_IT
8189,L5_IT
8289,L45_IT
8299,L23_IT
8547,Astrocytes
8590,Endothelial
8687,L45_IT
8706,L5_PT
8740,L45_IT
8886,L45_IT
8978,L6_CT
9048,L6b
9056,Pericytes
9271,L6_IT
9325,L6b
9352,L6_CT
9440,L45_IT
9456,L5_IT
9521,L6_CT
9526,L6_IT
9564,L23_IT
9628,L23_IT
9748,L45_IT
9914,Oligodendrocytes
9950,L23_IT
10212,L5_PT
10226,Pvalb
10299,L23_IT
10419,Oligodendrocytes
10427,L6_CT
10457,Lamp5
10460,L23_IT
10468,L23_IT
10509,L5_PT
10543,Endothelial
10622,L5_IT
10639,L45_IT
10800,L5_IT
10809,Oligodendrocytes
11018,L45_IT
