CELL_ID,SUBCLASS
162,L5_PT
178,Pericytes
211,Microglia
321,VLMC
369,PVM
609,Astrocytes
640,L23_IT
649,Astrocytes
791,Astrocytes
826,Endothelial
849,PVM
891,L23_IT
924,L6_CT
934,L5_PT
987,L45_IT
1005,VLMC
1046,L6_IT_Car3
1100,Microglia
1192,L45_IT
1250,L6_IT
1281,L45_IT
1360,VLMC
1652,OPC
1653,L23_IT
1668,L45_IT
1756,Endothelial
1795,L45_IT
1842,L45_IT
1875,L23_IT
1897,L45_IT
1925,L23_IT
1997,L23_IT
2129,SMC
2135,Pvalb
2227,L6_IT
2256,PVM
2381,L6_IT
2387,Microglia
2434,L45_IT
2490,L6_IT
2551,L23_IT
2755,L23_IT
2892,Oligodendrocytes
2893,Endothelial
3016,SMC
3064,L23_IT
3100,L6_IT
3156,OPC
3196,L6_CT
3356,L23_IT
3405,Astrocytes
3454,Pericytes
3523,L23_IT
3641,L5_IT
3673,Sst
3715,L23_IT
3768,L5_IT
3785,PVM
3855,Pvalb
3860,Lamp5
3885,Pericytes
3917,Astrocytes
3990,L23_IT
4034,L6_IT
4105,L5_IT
4228,L6_CT
4262,Sst
4265,Astrocytes
4312,L45_IT
4351,Pvalb
4447,L45_IT
4474,Endothelial
4475,Astrocytes
4491,Astrocytes
4507,Oligodendrocytes
4585,L5_IT
4630,L45_IT
4706,Astrocytes
4733,L23_IT
4916,L5_IT
4969,Microglia
4979,Astrocytes
5012,L5_IT
5302,L6_IT
5387,PVM
5412,L23_IT
5431,L23_IT
5440,L6_CT
5513,Astrocytes
5592,L45_IT
5610,Endothelial
5645,L5_IT
5719,L23_IT
5796,Astrocytes
5808,Astrocytes
6074,Astrocytes
6082,L5_IT
6105,Pvalb
6132,L23_IT
6197,Pvalb
6203,L23_IT
6368,Endothelial
6577,L23_IT
6585,L23_IT
6691,Endothelial
6700,Endothelial
6808,L23_IT
6900,Pvalb
7058,L45_IT
7097,L6_IT
7341,L23_IT
7342,Sst
7414,Astrocytes
7500,L23_IT
7612,L6_IT_Car3
7663,L45_IT
7783,Vip
7816,L23_IT
7964,L23_IT
7994,L45_IT
8015,L5_PT
8100,VLMC
8194,Astrocytes
8311,L45_IT
8320,L45_IT
8338,Endothelial
8429,Lamp5
8602,L23_IT
8724,L23_IT
