CELL_ID,SUBCLASS
55,L6_IT
68,L6_CT
264,L23_IT
307,L6_CT
337,Endothelial
463,Microglia
482,L5_PT
544,L5_PT
553,L6_CT
621,L45_IT
645,other
773,L6_CT
782,Vip
829,Endothelial
867,L6_IT
922,L6_CT
971,L45_IT
977,L45_IT
1017,L5_IT
1019,Astrocytes
1075,Astrocytes
1219,Astrocytes
1338,L6_CT
1368,L45_IT
1375,L23_IT
1445,L5_IT
1461,L45_IT
1514,L5_IT
1755,L23_IT
1797,OPC
1809,Endothelial
1815,L45_IT
1855,VLMC
1959,L5_PT
2048,Microglia
2052,L5_IT
2124,L45_IT
2395,L6_IT
2430,Oligodendrocytes
2455,Astrocytes
2564,L45_IT
2612,L6_CT
2663,Oligodendrocytes
2664,SMC
2705,VLMC
2902,L45_IT
2929,L6b
2931,L56_NP
3160,L23_IT
3197,L6_CT
3223,Pvalb
3266,L6_CT
3269,SMC
3318,L6b
3436,L6_CT
3471,L45_IT
3494,L5_IT
3509,Endothelial
3517,L23_IT
3605,L45_IT
3723,Astrocytes
3790,L6_CT
3803,L6_CT
3804,L6_CT
3821,Microglia
3897,L23_IT
3927,L6_IT
3935,L5_IT
4127,L6_IT
4196,L23_IT
4221,L23_IT
4236,L6_IT
4285,VLMC
4350,Microglia
4354,Microglia
4363,Endothelial
4601,L45_IT
4665,Astrocytes
4858,L45_IT
4878,L6b
5003,L6b
5005,L5_PT
5006,L45_IT
5008,L45_IT
5111,L5_IT
5155,Pvalb
5183,Microglia
5207,L23_IT
5286,Astrocytes
5341,L23_IT
5419,Endothelial
5432,L23_IT
5552,L5_IT
5563,L5_IT
5691,L6_CT
5772,L6_CT
5844,VLMC
5989,L5_PT
6040,L6_CT
6121,Astrocytes
6318,Endothelial
6321,L23_IT
6343,OPC
6479,L5_IT
6683,L23_IT
6755,SMC
7115,L6_CT
7266,other
7350,L23_IT
7381,L5_IT
7451,PVM
7518,L6_CT
7640,PVM
7760,L5_IT
7769,Astrocytes
7805,L23_IT
8020,PVM
8142,Oligodendrocytes
8286,VLMC
8470,Pericytes
8484,other
8559,L6_CT
8793,Microglia
8924,L45_IT
8931,Sst
9034,Oligodendrocytes
9088,Endothelial
9192,L23_IT
9244,L23_IT
9281,Sst
9291,L6_CT
9590,L45_IT
9703,L5_IT
9890,L6b
9953,L23_IT
10004,L23_IT
10065,L45_IT
10138,L23_IT
10293,L5_IT
10345,Astrocytes
10406,L6_CT
10411,Microglia
10412,L6_IT
10464,Microglia
10492,Pvalb
10541,Oligodendrocytes
10690,L23_IT
10891,Endothelial
10979,Pvalb
11045,L6_IT
11102,Endothelial
11276,L6_IT
11315,L45_IT
11344,SMC
11358,L45_IT
11447,Astrocytes
11517,Pericytes
11520,L45_IT
11598,Pericytes
11638,Pericytes
11668,Oligodendrocytes
11677,Microglia
11772,L45_IT
11793,L23_IT
11864,L23_IT
11894,Lamp5
11931,other
11983,L23_IT
12112,VLMC
12170,L5_IT
12305,L23_IT
12510,L23_IT
12534,PVM
12587,L6_CT
12688,Astrocytes
12702,Endothelial
12875,L6_CT
12893,L45_IT
12895,L45_IT
13158,other
13330,Microglia
13394,other
13438,L23_IT
13507,Microglia
13606,L5_PT
13677,L45_IT
13687,Oligodendrocytes
13778,L45_IT
13941,L23_IT
13948,L45_IT
14087,Oligodendrocytes
14101,Pvalb
14118,L5_PT
14248,L56_NP
14282,L45_IT
14333,L23_IT
14467,L23_IT
14510,L5_IT
14567,L45_IT
14585,Lamp5
14586,L5_IT
14817,PVM
14822,Endothelial
14841,L6_CT
14942,Vip
14985,Pvalb
15022,Astrocytes
15111,L45_IT
15222,VLMC
15226,L45_IT
15272,Pvalb
15291,Endothelial
15393,L45_IT
15898,L23_IT
15920,L23_IT
16161,SMC
16306,Astrocytes
16433,L23_IT
16552,L45_IT
16591,Pvalb
16645,L6_IT
16685,L23_IT
16750,L5_PT
16998,Microglia
17088,Oligodendrocytes
17369,Oligodendrocytes
17524,other
17527,OPC
17549,L45_IT
17593,L23_IT
17594,OPC
17608,L6_CT
17631,Oligodendrocytes
17635,Endothelial
17640,Lamp5
17725,Oligodendrocytes
17733,Oligodendrocytes
17774,Astrocytes
17795,L23_IT
17840,Endothelial
18007,L5_IT
18010,Astrocytes
18052,L6_CT
18110,Astrocytes
18111,L5_IT
18305,Pvalb
18324,L5_IT
18351,L23_IT
18357,Endothelial
18401,L5_IT
18435,L23_IT
18461,L6_IT
18534,Endothelial
18568,L6_CT
18593,L6_CT
18879,L23_IT
18959,L6_CT
19049,Pericytes
19057,Oligodendrocytes
19116,Oligodendrocytes
19123,Pvalb
19185,L6_CT
19256,Oligodendrocytes
19321,L5_IT
