CELL_ID,SUBCLASS
83,Oligodendrocytes
161,L23_IT
202,Endothelial
385,SMC
487,L45_IT
520,L23_IT
577,Pericytes
619,Oligodendrocytes
639,L45_IT
641,L5_IT
755,Astrocytes
807,L6_IT
872,L5_IT
908,L45_IT
1078,Oligodendrocytes
1082,L23_IT
1087,L45_IT
1124,Oligodendrocytes
1315,Endothelial
1343,Oligodendrocytes
1562,L6_CT
1613,VLMC
1636,L45_IT
1717,Vip
1804,Astrocytes
1826,L5_IT
1952,Astrocytes
1998,L6_IT
2061,Oligodendrocytes
2078,L45_IT
2099,Oligodendrocytes
2126,Vip
2131,L45_IT
2212,L23_IT
2228,Oligodendrocytes
2300,Pericytes
2325,OPC
2340,Astrocytes
2467,Pericytes
2558,L23_IT
2604,Pericytes
2724,L5_IT
2854,Pericytes
2912,L6_CT
2950,Astrocytes
2985,L45_IT
3062,Oligodendrocytes
3065,Sst
3083,L5_IT
3184,L6_CT
3243,L5_IT
3380,L23_IT
3429,L23_IT
3439,Endothelial
3457,L5_IT
3498,Oligodendrocytes
3526,L6b
3545,L23_IT
3554,Oligodendrocytes
3762,L6_CT
3940,L45_IT
4066,L6_IT
4106,Endothelial
4223,L6_CT
4355,Oligodendrocytes
4360,L23_IT
4484,Astrocytes
4536,Oligodendrocytes
4558,VLMC
4748,OPC
4779,L6_IT
4854,Oligodendrocytes
4913,L23_IT
4928,L23_IT
4947,L5_PT
4984,L6_CT
5015,L45_IT
5048,Endothelial
5086,Endothelial
5098,L56_NP
5167,Pvalb
5234,L45_IT
5236,L23_IT
5290,Oligodendrocytes
5352,L6_CT
5359,Microglia
5417,L45_IT
5503,Astrocytes
5536,L45_IT
5542,L23_IT
5554,Endothelial
5586,Pericytes
5650,L6_IT
5669,L45_IT
5725,Pericytes
5799,L6_CT
5890,L23_IT
5903,Astrocytes
6014,L6_CT
6058,Endothelial
6101,L23_IT
6287,L6b
6341,L6b
6377,L45_IT
6427,Endothelial
6433,Pvalb
6437,L6_IT
6470,L23_IT
6543,L23_IT
6547,L5_IT
6649,Microglia
6658,L45_IT
6725,L23_IT
6768,VLMC
6799,Astrocytes
6859,L5_IT
6922,OPC
6930,L6_CT
6981,Endothelial
6998,VLMC
7148,Oligodendrocytes
7202,Astrocytes
7229,L6_IT
7248,Astrocytes
7331,L6b
7382,L23_IT
7409,Oligodendrocytes
7448,L6_IT
7464,L45_IT
7468,Endothelial
7480,VLMC
7545,L6_CT
7547,L45_IT
7557,L45_IT
7560,L23_IT
7692,L6_IT
7751,SMC
7948,L23_IT
7965,L6_CT
8030,L6b
8051,Endothelial
8134,Vip
8218,Endothelial
8265,Endothelial
8276,L23_IT
8361,L5_IT
8407,L23_IT
8464,L45_IT
8480,Oligodendrocytes
8523,L6b
8563,L23_IT
8584,L23_IT
8610,VLMC
8693,Astrocytes
8698,L23_IT
8773,Endothelial
8775,OPC
8776,L6_CT
8815,L6_CT
8822,Oligodendrocytes
8861,Sst
8973,Astrocytes
8988,Microglia
9019,L6_CT
9040,L5_IT
9156,PVM
9251,L6b
9253,Oligodendrocytes
9282,L5_IT
9289,L5_PT
9331,L23_IT
9364,Endothelial
9369,L6_CT
9389,Pericytes
9467,L5_IT
9480,Endothelial
9503,Oligodendrocytes
9531,Astrocytes
9596,OPC
9606,Microglia
9626,L45_IT
9697,L6_CT
9770,OPC
9899,L23_IT
9965,L23_IT
10013,L6_CT
10035,L23_IT
10108,Oligodendrocytes
10141,Oligodendrocytes
10372,Sst
10390,L45_IT
10493,L23_IT
10572,L23_IT
10578,L6_IT
10600,L45_IT
10618,L23_IT
10663,L6_CT
10707,L5_IT
10827,Pericytes
10867,L5_PT
10967,L6_IT
11022,L23_IT
11027,L5_PT
11067,Pvalb
11077,L23_IT
11087,Oligodendrocytes
11150,L23_IT
11210,L23_IT
11323,Astrocytes
11345,L6_IT
11350,VLMC
11494,OPC
11538,L23_IT
11559,L45_IT
11562,L23_IT
11620,Endothelial
11687,PVM
11735,SMC
11749,L45_IT
11777,Microglia
11846,L45_IT
11856,Microglia
11874,L5_IT
11955,Endothelial
11977,L45_IT
12022,Pericytes
12169,Endothelial
12232,L6_IT
12280,Oligodendrocytes
12294,L23_IT
12296,L23_IT
12317,L6_CT
12337,Pvalb
12354,L45_IT
12358,L45_IT
12445,L6_CT
12453,Microglia
12503,L23_IT
12529,L45_IT
12612,Pvalb
12675,Astrocytes
12747,Astrocytes
12781,OPC
12806,Astrocytes
12825,L5_IT
12854,L6_IT
12865,OPC
12916,Sst
12948,L5_PT
13073,Oligodendrocytes
13095,Astrocytes
