CELL_ID,X,Y
25,700.165548,921.0390469999998
49,1546.3814849999999,1437.5450489999998
103,319.2405472,549.9240460000001
258,1712.3734860000002,1088.666048
282,184.96754560000005,1759.243546
294,1686.649487,1059.7810479999998
416,1612.7570340000002,838.4715489999999
434,1259.290488,1263.214548
451,763.385546,1316.0795469999998
732,452.0420487999999,743.7110459999999
820,1809.5415340000002,567.2550459999998
871,1788.891484,258.74554799999987
927,1056.837988,1215.8540489999996
1065,1163.276485,1127.5245469999995
1072,734.5005470000001,1084.9055479999997
1158,1278.5834869999999,1449.2625489999996
1161,1085.9409870000002,548.5615459999999
1186,519.7855472000001,1647.8455489999997
1191,893.298487,887.467048
1365,25.282549399999994,909.8665469999996
1452,1678.038487,479.7825479999997
1528,1524.4724860000001,334.9910469999995
1530,562.4590461,711.8830469999998
1555,1788.5644840000002,821.5220489999997
1648,577.7735460000001,1399.7370449999999
1690,625.7730489999999,1697.6585469999998
1836,272.9155482999999,1608.9325499999998
1837,1766.655485,82.61654799999951
1887,629.533549,527.9060469999995
2003,941.9669860000001,1316.3520469999999
2018,1031.113988,637.1090489999997
2051,282.7800481,793.4150449999997
2054,1718.368486,317.60554699999966
2112,1284.1969869999998,1255.911548
2254,1682.452987,1237.2725489999998
2279,875.476987,463.37804800000004
2341,1305.8879860000002,1100.2745469999995
2361,919.2949860000001,443.2130489999995
2548,487.79404789999995,716.7335469999998
2550,639.0165489999999,1390.6900449999998
2614,7.079549900000018,983.3325449999998
2699,956.8999850000002,1419.1240489999996
2726,1475.313487,1394.7134999999998
2763,866.2664870000001,224.3015489999998
2834,312.10104729999995,1889.211048
2843,1348.288985,559.3525460000001
2890,132.4840469,1575.430046
2967,1270.8989869999998,1167.3640460000001
2990,1331.666486,1051.2790489999998
3013,177.99154579999998,638.8530489999998
3208,122.0200471,1908.395047
3283,1119.730986,891.2275479999998
3336,1124.7449860000002,1083.161548
3449,338.2610467,1580.7710449999997
3617,60.43504860000007,665.449048
3748,788.346546,1531.1215469999997
3753,1324.0909860000002,420.7045489999996
3756,982.0244850000001,1456.2385479999998
3912,650.625049,870.3540479999997
3952,1628.007488,1234.0570489999996
3965,1658.908988,1224.2470489999996
3992,1300.0564869999998,229.04304899999988
4001,259.89004860000006,1877.6025479999998
4010,1126.9249860000002,622.9390489999996
4017,915.7524860000001,1432.7490489999996
4048,1096.786487,1059.454048
4081,166.27404600000006,1319.6220469999998
4141,1148.6159850000001,1592.3795449999998
4142,1028.606988,660.7075479999999
4219,1570.306985,1497.0045469999995
4294,1426.699488,961.3690459999998
4358,1114.553486,1006.2225449999996
4366,1608.6204840000003,831.1140489999998
4390,959.9519850000001,1245.3385489999996
4511,1321.8564860000001,1260.6530479999997
4599,362.1320461000001,1416.0720489999999
4613,1798.2654840000002,445.8835489999997
4614,491.3365477999999,1544.7465459999999
4624,537.7160467000001,491.06404799999973
4699,699.6750480000001,1422.3940489999995
4724,1766.2194849999998,586.6570449999999
4798,1727.905986,786.9840449999997
4834,392.54304540000004,1189.8725449999997
5038,701.637048,735.5905469999998
5063,1709.6484860000003,453.5680480000001
5099,568.3450459999999,867.8470480000001
5186,401.37204520000006,658.527548
5244,1797.393484,269.3730479999999
5261,1725.0719860000002,128.0695469999996
5358,1306.8144860000002,1349.7060459999998
5361,1646.9189880000001,915.9705469999999
5363,873.569487,1527.6335469999997
5537,684.851048,1339.678046
5811,1194.1234840000002,1652.2055489999996
5850,1287.957487,1189.927045
5881,129.32304689999995,803.2645499999999
5965,1453.0774880000001,1022.4485489999997
5983,1065.721487,1449.4260489999997
6007,807.639545,1486.8675479999997
6047,1276.3489869999999,790.0905449999996
6095,1223.102488,1569.4350459999998
6185,1037.926488,1047.3005489999996
6207,903.9259870000001,1642.6135489999997
6353,1477.765987,899.2935469999998
6438,787.692546,761.3690459999998
6519,642.886049,1501.037547
6600,109.3760474,916.6245469999999
6826,13.619549699999993,1655.039548
6965,713.572547,1320.6030469999996
6988,98.96654770000004,956.1370459999998
7057,1357.7719849999999,1006.3710499999997
7231,1072.424987,1252.4780489999998
7305,1124.1454860000001,1248.6085489999996
7352,873.2969870000002,848.6630489999998
7384,367.473046,824.8465489999999
7477,1029.097488,1263.9230479999997
7579,1697.0589870000001,793.8510449999999
7625,705.4520480000001,781.0980449999997
7635,952.4854850000002,1217.0530489999996
7649,868.337487,861.6885480000001
7694,1057.055988,405.6230449999998
7790,89.37454789999998,517.7690469999998
7828,235.25604920000006,1488.775048
7844,458.25504860000007,1709.5395469999996
7865,1575.5934849999999,622.1760489999997
7868,1181.424985,396.5065499999996
7895,1747.7439849999998,1149.488046
7912,1517.823486,1063.759548
7943,325.07204699999994,1767.8000459999998
8013,386.9295455000001,1534.8275469999996
8092,1382.7329849999999,809.4230499999999
8105,295.31504779999995,1263.487048
8141,726.870547,871.880048
8189,1571.342485,609.2690949999997
8289,1001.3569890000001,1196.1250499999996
8299,1280.9814869999998,1461.1980479999997
8547,986.4934850000002,967.309546
8590,604.2060450000001,1639.0710489999997
8687,1340.113986,1142.839046
8706,1120.984486,942.4030459999999
8740,1571.669485,937.1710459999999
8886,795.912439,1302.2365469999995
8978,1682.1259870000001,346.6540460000001
9048,1048.444988,346.4360459999998
9056,1240.542488,1112.7550469999996
9271,1442.177488,234.6565489999998
9325,1170.6339850000002,314.06304699999964
9352,864.5769870000001,501.4735469999996
9440,1731.8844860000002,810.4040500000001
9456,207.40654990000002,1130.1405469999995
9521,865.6124870000001,524.6905469999997
9526,1432.2584880000002,284.6875479999999
9564,922.019986,1499.5660469999998
9628,911.2289860000001,1629.1520489999996
9748,1279.727987,1001.1390499999998
9914,36.128049199999964,661.797548
9950,1513.136486,1160.6060459999999
10212,1374.830485,886.9765480000001
10226,1551.449985,899.6205469999995
10299,878.746987,1609.5865499999998
10419,263.7595485000001,1452.5325489999996
10427,288.44804789999995,755.1015459999999
10457,342.3485466,1716.1885469999997
10460,1225.7729880000002,1468.1195479999997
10468,988.9459840000002,1512.9730469999995
10509,1398.810484,763.5490460000001
10543,53.24104879999999,602.4075449999996
10622,576.7925459999999,1018.3610489999996
10639,632.803549,1373.9585459999998
10800,1179.9534850000002,713.9540469999997
10809,132.26604689999994,497.2770469999996
11018,164.14854610000003,1594.9955449999998
11148,1666.7024869999998,1116.1340469999996
11334,877.1664870000002,510.7385469999999
11377,757.772046,495.3695469999998
11378,1265.448987,1237.9265489999998
11415,1168.235985,458.41854799999965
11434,186.11204560000004,1028.7160489999997
11531,1575.9204849999999,225.99104899999975
11544,1717.6054860000002,811.9395949999998
11606,81.4720481,1683.652048
11994,793.2515450000001,563.8760459999999
12021,114.00854729999998,1624.4105489999997
12026,1099.402487,1247.5185489999994
12037,888.393487,1282.071548
