CELL_ID,SUBCLASS
18,L23_IT
38,L6_IT
82,L56_NP
89,VLMC
116,L5_PT
146,Endothelial
153,Pvalb
215,Oligodendrocytes
218,L23_IT
260,Vip
266,L5_IT
273,L23_IT
284,L6_IT
290,OPC
439,L5_IT
522,Pericytes
570,Astrocytes
647,Pericytes
651,L6_CT
661,Sncg
705,Oligodendrocytes
818,L23_IT
895,SMC
933,Vip
981,L6_CT
1022,L23_IT
1045,Vip
1048,VLMC
1282,L45_IT
1288,L23_IT
1289,OPC
1434,Sst
1521,L5_IT
1533,L6_IT
1617,L23_IT
1729,Oligodendrocytes
1742,L45_IT
1773,L23_IT
1787,Oligodendrocytes
1864,L45_IT
2026,L56_NP
2027,L6b
2067,L6_IT
2088,L6_CT
2113,Sst
2194,OPC
2218,Oligodendrocytes
2240,Endothelial
2266,L6_IT
2292,L23_IT
2399,Oligodendrocytes
2482,Pvalb
2484,L23_IT
2507,Astrocytes
2637,Astrocytes
2669,L23_IT
2698,L23_IT
2701,L45_IT
2719,L45_IT
2754,Endothelial
2819,Endothelial
2825,Astrocytes
2850,L5_IT
2916,L5_IT
3040,L6_CT
3068,Pvalb
3116,Oligodendrocytes
3136,L5_PT
3153,VLMC
3201,Oligodendrocytes
3244,L23_IT
3275,L6_CT
3379,L6_CT
3394,L6_IT
3522,Oligodendrocytes
3557,L45_IT
3583,Oligodendrocytes
3590,OPC
3642,Pvalb
3648,Oligodendrocytes
3681,L23_IT
3687,L6_CT
3742,Pericytes
3755,L5_IT
3759,Astrocytes
3773,L5_IT
3966,Endothelial
4094,Pericytes
4096,Microglia
4164,L6_IT
4220,L5_IT
4230,Astrocytes
4325,L5_IT
4331,L23_IT
4336,L5_IT
4378,Oligodendrocytes
4586,L6_CT
4653,Pericytes
4679,L23_IT
4740,L6_CT
4816,L23_IT
4863,L5_PT
4912,Sst
4989,L5_IT
4992,L23_IT
5039,Microglia
5122,L23_IT
5297,L45_IT
5395,L6_IT
5406,L23_IT
5454,L6_IT_Car3
5455,L45_IT
5470,L6_CT
5523,Oligodendrocytes
5565,L23_IT
5598,L6_CT
5639,PVM
5710,L5_IT
5756,L5_IT
5781,L45_IT
5787,Lamp5
5809,L23_IT
5813,L23_IT
5858,L23_IT
5867,L6_IT
5939,VLMC
6045,Endothelial
6182,L23_IT
6194,L23_IT
6211,L23_IT
6239,OPC
6297,OPC
6305,Endothelial
6356,Endothelial
6400,Vip
6401,PVM
6424,Pvalb
6465,L6_CT
6500,L45_IT
6539,Astrocytes
6545,L6_IT_Car3
6556,L5_PT
6587,L6_IT
6749,Sst
6793,L6_CT
6843,L6_IT
6905,Pericytes
6923,Oligodendrocytes
6967,L5_IT
6992,Endothelial
7005,Astrocytes
7024,Endothelial
7049,Endothelial
7107,L6_CT
7112,L23_IT
7130,Lamp5
7162,Astrocytes
7243,L45_IT
7324,L45_IT
7387,Oligodendrocytes
7424,L23_IT
7535,L23_IT
7558,L5_IT
7568,Pericytes
7626,L23_IT
7634,Astrocytes
7714,OPC
7761,Endothelial
7810,L45_IT
7850,L23_IT
7973,L45_IT
8007,Endothelial
8039,L23_IT
8095,L5_IT
8120,L5_PT
8121,L5_IT
8130,L5_IT
8224,L45_IT
8274,Microglia
8313,L45_IT
8324,L23_IT
8394,L6_IT_Car3
8413,Astrocytes
8420,Oligodendrocytes
8492,Sst
8531,VLMC
8603,Endothelial
8618,Sst
8783,L23_IT
8824,L23_IT
8859,L6_CT
8928,OPC
8939,L5_IT
9060,L23_IT
9076,L6_CT
9120,L5_IT
9173,Endothelial
9183,OPC
9230,Astrocytes
9261,OPC
9262,VLMC
9313,Endothelial
9359,L6_CT
9415,SMC
9425,Endothelial
9445,Pvalb
9504,L23_IT
9570,L6_IT
9637,Astrocytes
9641,L45_IT
9792,Sst
9802,L5_PT
9889,L45_IT
9912,L5_IT
9977,Endothelial
10012,Astrocytes
10022,Microglia
10047,L6_CT
10075,L45_IT
10112,L6_IT_Car3
10256,Pvalb
10322,L5_IT
10417,Oligodendrocytes
10424,L5_PT
10429,Astrocytes
10496,L5_PT
10591,L6_IT
10614,L23_IT
10646,L5_IT
10719,L45_IT
10866,L23_IT
10934,Sst
11006,L6_IT
11021,L6_IT
11028,L6b
11034,Pericytes
11074,PVM
11076,L6_IT
11094,L56_NP
11232,Oligodendrocytes
11283,L6_IT
11410,L45_IT
11440,L45_IT
11480,L23_IT
11490,Lamp5
11684,L23_IT
11720,Astrocytes
11760,L5_IT
11868,L23_IT
11909,L5_IT
11950,L5_PT
11982,Oligodendrocytes
11986,SMC
12030,Sst
12076,Oligodendrocytes
12081,Sst
12111,L6_CT
12141,L23_IT
12154,Endothelial
12180,L45_IT
12194,L5_IT
12226,VLMC
12293,L23_IT
12329,L5_IT
12339,Endothelial
12344,L6_IT_Car3
12394,Endothelial
12410,L6_CT
12455,L6_CT
12480,L6b
12596,Microglia
12634,Oligodendrocytes
12649,L45_IT
12652,L23_IT
12661,L45_IT
12668,Microglia
12742,L23_IT
12819,L6_IT
12826,L6_CT
12896,Pvalb
13064,Endothelial
13107,L23_IT
13126,L5_IT
13162,Astrocytes
13213,L6_CT
13216,Pvalb
13255,OPC
13266,L5_IT
13282,Vip
13300,Endothelial
13409,L23_IT
13430,Oligodendrocytes
13464,Astrocytes
13495,Astrocytes
13505,L6_CT
13514,Astrocytes
13612,Astrocytes
13683,L23_IT
13694,L6_IT_Car3
13701,Microglia
13717,L45_IT
13743,L6_CT
13767,L45_IT
13798,Oligodendrocytes
13819,L6_CT
13863,Oligodendrocytes
13871,L5_IT
13891,PVM
13894,Astrocytes
13905,L6_CT
14035,L23_IT
14044,L6_IT
14079,L23_IT
14080,L6_CT
14146,Oligodendrocytes
14239,Oligodendrocytes
14392,Endothelial
14442,L6_IT
14466,Endothelial
14468,Oligodendrocytes
14528,L23_IT
14542,L23_IT
14593,L6_CT
14620,L23_IT
14645,PVM
14700,L6_IT
14704,L5_PT
14927,L23_IT
14959,L23_IT
15023,L6_IT
15151,L6_IT
15289,Endothelial
15381,VLMC
15452,L6_IT
15468,L23_IT
15471,Oligodendrocytes
15533,Endothelial
15537,L5_IT
15622,Oligodendrocytes
15762,L45_IT
15772,L6_CT
15786,L23_IT
15800,Endothelial
15810,L56_NP
15837,L6_IT_Car3
15857,OPC
15861,Pericytes
15862,Pericytes
15896,L23_IT
15955,SMC
16003,L5_PT
16041,L6_IT_Car3
16042,Astrocytes
16049,L6_CT
16100,Microglia
16106,Oligodendrocytes
16186,L23_IT
16210,L45_IT
16219,L6_IT_Car3
16298,Astrocytes
16301,Sst
16314,L6_CT
16351,Microglia
16468,Vip
16562,Astrocytes
16655,Lamp5
16656,Astrocytes
16689,L6_IT
16701,L6_IT_Car3
16712,L5_PT
16732,OPC
16819,Vip
16830,L45_IT
16839,L6_CT
16884,L6_IT
16900,OPC
16909,L6b
16920,L5_IT
16940,L45_IT
16986,L6b
16994,Astrocytes
17011,L6b
17080,L23_IT
17100,L6_CT
17112,L45_IT
17143,Endothelial
17144,L23_IT
17163,L6_IT
17203,L6_CT
17246,Oligodendrocytes
17291,Astrocytes
17310,VLMC
17332,L56_NP
17344,Astrocytes
17353,L45_IT
17449,SMC
17499,L5_IT
17509,L6_IT_Car3
17616,L23_IT
17652,L23_IT
17662,L45_IT
17731,Microglia
17739,L23_IT
17820,L5_IT
17879,OPC
17917,L6_IT
17936,Endothelial
18035,L23_IT
18090,Oligodendrocytes
18096,L5_IT
18120,Pvalb
18144,Sst
18154,Pvalb
18160,Astrocytes
18180,L56_NP
18210,L23_IT
18233,SMC
18246,L23_IT
18296,VLMC
18344,Astrocytes
18374,L6_IT
18382,L5_IT
18467,L23_IT
18502,PVM
18578,L23_IT
18621,Oligodendrocytes
18644,Pvalb
18856,Lamp5
18903,L6_CT
18953,OPC
18992,Oligodendrocytes
19069,L23_IT
19124,L5_PT
19126,Pvalb
19154,L6_IT_Car3
19161,L45_IT
19162,Oligodendrocytes
19273,L5_PT
19278,Astrocytes
19329,Endothelial
19343,L23_IT
19391,Lamp5
19453,Sst
19460,L45_IT
19462,Endothelial
19469,Oligodendrocytes
19523,Sst
19539,Pericytes
19598,L23_IT
19616,L23_IT
19656,L6_IT
19763,L45_IT
19790,Astrocytes
19821,L6_IT_Car3
19870,Oligodendrocytes
19885,L6_IT
19921,Pvalb
19980,Endothelial
20054,SMC
20248,L5_IT
20253,Pvalb
20266,L5_IT
20296,Pericytes
20298,L23_IT
20300,OPC
20518,L6_CT
20543,OPC
20545,L45_IT
20580,Endothelial
20586,VLMC
20763,L23_IT
20830,Oligodendrocytes
20851,L5_PT
20890,L5_PT
20901,L6_IT
20910,L5_IT
20925,Microglia
20929,L5_IT
20959,L56_NP
21012,L23_IT
21086,PVM
21157,L56_NP
21163,L23_IT
21220,L6_IT_Car3
21224,L6_CT
21232,L6_CT
21245,OPC
21289,L6_CT
21318,Endothelial
21337,Oligodendrocytes
21362,OPC
21438,Microglia
21444,L6_IT
21460,Astrocytes
21461,L6_CT
21479,L45_IT
21661,L23_IT
21672,Microglia
21696,L6_CT
21749,OPC
21753,L45_IT
21831,Endothelial
21842,L23_IT
21869,Pvalb
21925,Endothelial
22070,L6_CT
22071,L23_IT
22076,L6_IT_Car3
22132,L5_IT
22206,Vip
22241,VLMC
22378,L45_IT
22460,Vip
22465,L23_IT
22509,L23_IT
22523,L45_IT
22660,Oligodendrocytes
22668,L23_IT
22680,Lamp5
22683,L45_IT
22893,SMC
22919,L45_IT
22932,Oligodendrocytes
22967,L23_IT
23263,Oligodendrocytes
23311,Endothelial
23321,Microglia
23338,L6b
23339,L5_IT
23413,L6_IT
23471,L6_CT
23569,Oligodendrocytes
23587,Pvalb
23635,Astrocytes
23743,L6_IT
23877,L6_CT
23914,L23_IT
23920,Vip
24045,Microglia
24065,L45_IT
24117,Astrocytes
24123,Oligodendrocytes
24169,L6_IT
24221,OPC
24235,Microglia
24256,L5_IT
24279,L23_IT
24284,L23_IT
24309,Sst
24325,L23_IT
24380,L6_CT
24416,L5_PT
24449,Pvalb
24450,L5_IT
24477,L45_IT
24545,L56_NP
24686,L45_IT
24735,L45_IT
24796,L23_IT
24873,Pvalb
24878,L6_CT
24882,L6_IT
24924,L45_IT
24983,L6_IT
24998,Endothelial
25000,L6_IT
25042,Oligodendrocytes
25140,VLMC
