CELL_ID,SUBCLASS
19,Microglia
28,L6_IT
86,Astrocytes
138,Oligodendrocytes
163,L23_IT
169,OPC
278,L23_IT
319,L45_IT
346,L45_IT
351,L23_IT
389,Endothelial
408,Microglia
445,Pvalb
481,L6_IT_Car3
490,L56_NP
492,Microglia
571,Oligodendrocytes
602,PVM
650,Pvalb
668,Astrocytes
679,L45_IT
691,L5_IT
726,Pvalb
760,Astrocytes
775,L45_IT
915,Oligodendrocytes
920,L45_IT
923,Endothelial
941,L5_PT
996,Microglia
998,L23_IT
1014,L45_IT
1068,Sst
1103,Oligodendrocytes
1120,Endothelial
1169,L5_IT
1203,PVM
1204,L6_IT_Car3
1208,Oligodendrocytes
1218,L45_IT
1235,L5_IT
1270,Endothelial
1395,L23_IT
1416,L45_IT
1497,L45_IT
1526,L23_IT
1565,L6_IT
1772,L6_IT
1784,L23_IT
1886,Astrocytes
1901,L45_IT
1953,Sst
2039,L23_IT
2050,L5_PT
2193,L23_IT
2239,Astrocytes
2268,L45_IT
2305,L23_IT
2313,L23_IT
2324,Endothelial
2337,L23_IT
2367,Microglia
2390,L5_PT
2431,L45_IT
2436,L45_IT
2515,L6_CT
2554,L23_IT
2588,L6_IT
2594,L5_PT
2650,L5_IT
2676,Vip
2687,L45_IT
2691,L23_IT
2721,Oligodendrocytes
2732,L45_IT
2748,L5_PT
2749,VLMC
2824,SMC
2915,L23_IT
2960,L45_IT
2972,L23_IT
2994,L45_IT
3009,L45_IT
3017,Endothelial
3038,SMC
3054,L6_IT
3090,other
3128,L5_PT
3139,L45_IT
3212,Astrocytes
3257,Endothelial
3278,L6_CT
3322,L5_IT
3341,L5_IT
3428,SMC
3442,L6b
3451,Endothelial
3456,L23_IT
3467,L6_CT
3484,L6_IT
3525,L23_IT
3544,L6_IT
3546,L23_IT
3550,Oligodendrocytes
3561,L6_CT
3684,L45_IT
3752,L45_IT
3757,Astrocytes
3794,L45_IT
3826,L45_IT
3871,Vip
3899,other
3907,L45_IT
3978,L6_IT
4019,Endothelial
4043,L5_IT
4101,L6b
4153,L6_IT
4178,L6b
4211,L23_IT
4242,Oligodendrocytes
4245,L5_IT
4246,Astrocytes
4357,L23_IT
4376,L23_IT
4384,SMC
4409,L5_IT
4503,L6_IT
4508,OPC
4533,L23_IT
4581,L6_CT
4619,Oligodendrocytes
4697,L56_NP
4717,L6_CT
4792,L6_CT
4831,Endothelial
4852,other
4958,L45_IT
5077,L23_IT
5152,L23_IT
5177,L6_IT
5217,L5_PT
5237,other
5249,Sst
5265,L45_IT
5295,L6_CT
5330,Pvalb
5403,L23_IT
5414,L5_IT
5467,Sst
5556,L6_IT
5678,L23_IT
5696,L5_IT
5716,L5_IT
5837,Endothelial
5866,Oligodendrocytes
5969,Endothelial
5992,L23_IT
6001,L45_IT
6002,Astrocytes
6051,L23_IT
6065,L45_IT
6114,L6_IT
6126,L5_PT
6148,Endothelial
6176,Pvalb
6191,L5_IT
6254,Oligodendrocytes
6260,Pvalb
6272,L23_IT
6384,L23_IT
6435,L45_IT
6486,L23_IT
6596,L23_IT
6610,L45_IT
6620,Pericytes
6621,L45_IT
6638,Endothelial
6652,Lamp5
6711,L23_IT
6720,Endothelial
6757,L23_IT
6772,Endothelial
6783,L5_IT
6818,L45_IT
6825,SMC
6827,OPC
6867,Endothelial
6890,Oligodendrocytes
6931,Oligodendrocytes
6969,L23_IT
6970,L45_IT
6976,L23_IT
7034,Astrocytes
7036,L23_IT
7122,other
7132,L5_IT
7159,Oligodendrocytes
7168,Pericytes
7169,SMC
7257,Pvalb
7263,Vip
7269,L23_IT
7377,Endothelial
7456,PVM
7509,L5_PT
7553,L23_IT
7669,L6_IT
7721,L45_IT
7975,Astrocytes
8012,L5_IT
8073,Endothelial
8084,Oligodendrocytes
8199,L45_IT
8204,L45_IT
8236,L23_IT
8255,L5_PT
8305,Oligodendrocytes
8355,L6_IT
8363,PVM
8418,L6_CT
8472,L45_IT
8537,L23_IT
8608,Vip
8736,L23_IT
8784,Oligodendrocytes
8790,L5_IT
8826,L6b
8854,Endothelial
8865,L45_IT
8876,L5_IT
8913,L23_IT
8949,Oligodendrocytes
8957,L23_IT
9100,Microglia
9109,Endothelial
9133,L6_IT
9149,L23_IT
9319,L45_IT
9330,L23_IT
9333,Oligodendrocytes
9334,L5_IT
9348,L6_CT
9399,Endothelial
9455,L5_IT
9561,L45_IT
9563,L6_CT
9599,L5_PT
9740,SMC
9753,L23_IT
9761,L6_CT
9767,Pericytes
9769,Oligodendrocytes
9785,L23_IT
9796,L23_IT
9851,L45_IT
9891,Endothelial
9990,SMC
9994,L5_PT
10045,Oligodendrocytes
10072,L6_IT
10162,Oligodendrocytes
10191,L6_CT
10236,Endothelial
10262,Microglia
10310,L45_IT
10380,L5_IT
10451,OPC
10467,Astrocytes
10512,VLMC
10588,Oligodendrocytes
10671,L23_IT
10727,L45_IT
10838,L6_CT
10850,L23_IT
10855,L45_IT
10954,Astrocytes
10983,VLMC
10994,Oligodendrocytes
11005,L45_IT
11025,Microglia
11039,L6_IT
11091,PVM
11100,SMC
11195,OPC
11230,Oligodendrocytes
11293,L45_IT
11297,Sst
11305,Microglia
11429,Endothelial
11575,L45_IT
11586,L45_IT
11621,L6_IT
11671,L45_IT
11690,Endothelial
11882,L6_CT
11914,L23_IT
11975,L5_IT
11989,L5_IT
12006,Astrocytes
12023,L6_CT
12073,L45_IT
12080,Endothelial
12106,L45_IT
12182,Astrocytes
12191,Astrocytes
12204,Endothelial
12209,OPC
12212,L5_IT
12231,L45_IT
12312,other
12390,L45_IT
12391,PVM
12428,PVM
12476,Oligodendrocytes
12492,L6_CT
12555,Astrocytes
12558,L23_IT
12581,Astrocytes
12584,L6_CT
12601,VLMC
12613,Microglia
12685,L6_IT
12693,Oligodendrocytes
12718,Pvalb
12759,Endothelial
12767,L45_IT
12785,L45_IT
12872,L6_IT
12909,Endothelial
12927,L23_IT
12963,Pvalb
12972,Oligodendrocytes
12974,L6b
12988,L5_IT
13017,Microglia
13123,L56_NP
13205,L6b
13224,L6_IT
13238,Oligodendrocytes
13251,Vip
13281,L23_IT
13361,L45_IT
13374,Astrocytes
13431,Endothelial
13519,L23_IT
13530,Endothelial
13579,Pericytes
13630,L23_IT
13651,Oligodendrocytes
13669,L5_IT
13702,VLMC
13707,L6_CT
13713,Sst
13769,Oligodendrocytes
13807,L23_IT
13811,Endothelial
13829,L6_IT
13837,Astrocytes
13850,Astrocytes
13937,L6_CT
13985,L5_IT
14115,Astrocytes
14150,L6_CT
14177,L6_CT
14202,PVM
14230,L6_CT
14419,L5_PT
14426,L6_CT
14434,L45_IT
14631,L45_IT
14656,L6_IT_Car3
14673,L23_IT
14726,L23_IT
14811,OPC
14824,L6_IT
14866,Astrocytes
14975,L23_IT
15030,L5_PT
15038,L6_CT
15164,Pvalb
15183,L45_IT
15211,L23_IT
15258,SMC
15280,Endothelial
15373,L6_IT
15412,L45_IT
15446,Pericytes
15466,Endothelial
15545,Endothelial
15561,L45_IT
15608,Endothelial
15642,L6_CT
15679,L6_IT
15729,L23_IT
15747,L45_IT
15748,L45_IT
15750,L6_CT
15769,L23_IT
15806,VLMC
15820,other
15847,Oligodendrocytes
15871,Astrocytes
15885,Oligodendrocytes
15914,L6_IT
15925,L23_IT
15931,L5_PT
16004,L6_CT
16013,Microglia
16179,L5_IT
16217,L23_IT
16276,L5_PT
16283,L6_IT
16294,L5_IT
16303,L6_CT
16432,Pericytes
16497,Lamp5
16572,Lamp5
16592,L5_IT
16646,L23_IT
16665,PVM
16678,other
16707,L45_IT
16716,Astrocytes
16748,OPC
16855,L6_IT
16912,Sst
17009,L6_CT
17082,L45_IT
17104,L23_IT
17200,L45_IT
17270,L6_IT
17396,OPC
17490,L23_IT
17575,VLMC
17637,L6_CT
17646,L45_IT
17647,L23_IT
17740,Pvalb
17752,PVM
17758,L23_IT
17907,VLMC
17909,L6_CT
17934,L6_IT
17995,Oligodendrocytes
18015,L45_IT
18018,Astrocytes
18024,L23_IT
18059,L6_CT
18073,L45_IT
18089,Sst
18109,L5_IT
18136,Oligodendrocytes
18170,L56_NP
18191,Astrocytes
18205,L45_IT
18219,Astrocytes
18263,L45_IT
18265,L45_IT
18268,Astrocytes
18285,PVM
18347,Endothelial
18399,L6_CT
18403,other
18447,L5_IT
18449,Sst
18543,L6_IT
18595,L45_IT
18688,Endothelial
18762,L45_IT
18766,Oligodendrocytes
18785,Oligodendrocytes
18786,Oligodendrocytes
18804,L6_CT
18837,L5_IT
18850,Endothelial
18851,L5_IT
18883,L5_IT
18937,Oligodendrocytes
18944,L6b
18952,VLMC
18981,Pericytes
