CELL_ID,SUBCLASS
130,PVM
222,L23_IT
399,L5_IT
470,L23_IT
550,L5_IT
643,L23_IT
897,L23_IT
962,Endothelial
1195,L5_IT
1300,Microglia
1362,L5_IT
1471,Sst
1637,OPC
1669,L6_IT
1820,L23_IT
1833,Endothelial
1846,L23_IT
2000,Endothelial
2009,VLMC
2255,Oligodendrocytes
2259,L6_CT
2398,Astrocytes
2495,Pvalb
2829,L23_IT
3032,L45_IT
3067,L5_IT
3272,L23_IT
3343,L6_CT
3352,Astrocytes
3420,SMC
3553,Pericytes
3646,Astrocytes
3675,L6_IT
3678,Oligodendrocytes
3745,L45_IT
3751,L56_NP
3948,Astrocytes
3977,L5_PT
4012,PVM
4055,L23_IT
4086,PVM
4089,Astrocytes
4132,L45_IT
4147,Astrocytes
4244,Endothelial
4263,L23_IT
4419,Pericytes
4482,Endothelial
4650,L5_PT
4690,Endothelial
4809,Astrocytes
4911,OPC
4980,Astrocytes
5032,Astrocytes
5254,Pericytes
5328,Endothelial
5462,L45_IT
5491,Astrocytes
5827,L45_IT
5845,L5_IT
5901,Astrocytes
5930,VLMC
6184,Astrocytes
6280,Microglia
6299,Astrocytes
6440,VLMC
6571,L23_IT
6653,L23_IT
6899,Pericytes
6933,L45_IT
7069,Astrocytes
7088,Endothelial
7177,L6_CT
7395,L5_PT
7432,Lamp5
7549,Pericytes
7628,L45_IT
7665,L6_IT
7718,L5_IT
7825,Astrocytes
7874,L23_IT
7902,SMC
8011,L6_IT_Car3
8246,Astrocytes
8770,L56_NP
8872,L23_IT
8960,L45_IT
9218,L23_IT
9273,L5_IT
9476,L23_IT
9603,L23_IT
9708,L5_IT
9710,Astrocytes
9830,Astrocytes
9923,SMC
10005,L23_IT
10103,Oligodendrocytes
10125,L6_CT
10209,L5_IT
10359,L23_IT
10615,Pericytes
10651,Astrocytes
10756,L5_IT
10865,Endothelial
10890,Astrocytes
10907,L23_IT
10947,L45_IT
11131,L23_IT
11269,L5_IT
11313,L45_IT
11342,L23_IT
11398,OPC
11523,Pericytes
11625,L6_CT
11653,OPC
11758,L23_IT
11928,Pvalb
11956,Astrocytes
12075,L45_IT
12107,L6_IT
12341,PVM
12378,L23_IT
12380,L5_IT
12501,L5_PT
12644,Oligodendrocytes
12715,Astrocytes
12752,L23_IT
12944,L6_IT
13089,SMC
13156,OPC
13309,Astrocytes
13486,Endothelial
13757,Pvalb
13903,Vip
14034,L23_IT
14322,L23_IT
14608,L5_PT
14785,Astrocytes
14802,OPC
14805,L56_NP
15068,L6_IT
15287,L45_IT
15320,L23_IT
15377,Pericytes
15527,Astrocytes
15625,VLMC
15728,Astrocytes
15746,OPC
15781,PVM
15954,Pericytes
15967,L5_IT
15992,L45_IT
16109,L23_IT
16151,L56_NP
16153,Astrocytes
16238,L23_IT
16434,L5_IT
16586,Pvalb
16601,L5_PT
16621,L23_IT
16633,L6_CT
16755,L6_CT
16862,Endothelial
16893,L23_IT
16943,Endothelial
16946,L23_IT
17026,L23_IT
17140,L23_IT
17180,L23_IT
17266,L45_IT
17333,L45_IT
17378,Astrocytes
17465,L45_IT
17632,L6_CT
17650,L6_IT
17846,Astrocytes
17866,OPC
17888,L56_NP
17912,Astrocytes
18127,L6_IT
18158,Pericytes
18641,L5_PT
18795,Endothelial
18963,Astrocytes
19354,Oligodendrocytes
19371,L23_IT
19401,L45_IT
19514,L23_IT
19548,Endothelial
19568,SMC
19579,L6_IT
19695,Astrocytes
19743,L45_IT
19762,L23_IT
19819,Astrocytes
19839,L6_IT
19949,Pvalb
20031,Endothelial
20051,Vip
20187,L6_CT
20251,L23_IT
20262,SMC
20281,L45_IT
20294,L23_IT
20354,VLMC
20370,Oligodendrocytes
20409,L45_IT
20790,L45_IT
20871,L23_IT
20926,L23_IT
21189,L5_IT
21382,L45_IT
21488,Astrocytes
21694,Endothelial
21735,Astrocytes
21760,L45_IT
21863,VLMC
21873,Endothelial
22012,Microglia
22037,Sst
22137,L5_IT
22143,PVM
22163,Astrocytes
22209,L23_IT
22368,L23_IT
22409,SMC
22424,Astrocytes
22433,VLMC
22457,Microglia
22527,VLMC
22591,Astrocytes
22610,Oligodendrocytes
22712,Endothelial
22836,L6_IT
23006,Pericytes
23024,Endothelial
23079,Astrocytes
23112,L23_IT
23142,L23_IT
23324,L45_IT
23347,Pvalb
23356,L6_CT
23460,L23_IT
23555,SMC
23558,Astrocytes
23678,PVM
23684,L45_IT
23719,L45_IT
23742,L23_IT
23936,L5_IT
24115,Astrocytes
24367,L23_IT
24379,L6_CT
24694,PVM
24752,L45_IT
24839,Endothelial
24892,L56_NP
25079,L45_IT
25320,VLMC
25383,Astrocytes
25394,L23_IT
25409,Pericytes
25727,L45_IT
25759,L5_IT
25803,Lamp5
25808,L23_IT
25979,Astrocytes
26002,OPC
26065,Lamp5
26070,VLMC
26111,VLMC
26113,L6_IT_Car3
26197,Pvalb
26344,L23_IT
26374,L5_PT
26388,L23_IT
26460,L23_IT
26547,L6_CT
26679,Endothelial
26797,Oligodendrocytes
26829,Endothelial
26959,Astrocytes
27021,L23_IT
27041,L23_IT
27146,Astrocytes
27150,Endothelial
27238,Endothelial
27318,L45_IT
27350,PVM
27426,Microglia
27456,Pericytes
27504,L5_IT
27510,L6_CT
27511,L6_IT
27525,L5_PT
27697,L23_IT
27728,L23_IT
27886,L23_IT
27928,L6_IT
27959,OPC
28011,L6_IT
28041,L23_IT
28088,L45_IT
28099,Pericytes
28248,L45_IT
28294,SMC
28295,L5_PT
28520,L23_IT
28620,L23_IT
29029,Oligodendrocytes
29116,Pvalb
29282,L5_IT
29465,Lamp5
29762,L23_IT
29788,L5_IT
30026,L6_IT_Car3
30038,Astrocytes
30271,OPC
30470,Microglia
30622,Astrocytes
30845,VLMC
31112,L6_IT
31288,OPC
31347,SMC
31482,L23_IT
31506,L23_IT
31718,L5_IT
31835,L23_IT
31900,L23_IT
32025,Endothelial
32026,L23_IT
32066,Pericytes
32191,OPC
32192,L5_IT
32293,L45_IT
32299,L6_CT
32460,L23_IT
32615,SMC
32676,L6_CT
32701,Pvalb
32729,OPC
32792,Astrocytes
33087,L23_IT
33191,L6_IT
33383,OPC
33614,L45_IT
33814,Endothelial
33853,Endothelial
34048,L45_IT
34060,L5_IT
34284,Astrocytes
34393,L23_IT
34465,L5_IT
34577,Astrocytes
34616,Pericytes
34693,L45_IT
34732,Vip
34752,L23_IT
34884,L6_CT
35000,Astrocytes
35075,Endothelial
35096,OPC
35098,L5_IT
35240,L23_IT
35316,L5_IT
35406,L23_IT
35603,L45_IT
35651,L23_IT
35660,L5_PT
35706,Astrocytes
35712,L6_CT
35729,L23_IT
35802,Sst
35971,Microglia
36358,Astrocytes
36388,L45_IT
36518,L45_IT
36642,L23_IT
36648,L23_IT
36709,L23_IT
36739,Endothelial
36745,Astrocytes
36747,Pericytes
36761,Sst
36783,L23_IT
36945,Astrocytes
36951,L23_IT
36965,Pvalb
36989,L5_PT
37027,L45_IT
37111,Microglia
37113,L5_PT
37214,Astrocytes
37534,Astrocytes
37617,L23_IT
37648,L6_CT
38085,L23_IT
38147,Lamp5
38206,L45_IT
38287,L5_IT
38476,L45_IT
38488,Endothelial
38591,Oligodendrocytes
38665,L5_IT
38695,L45_IT
38834,L5_IT
38948,Pvalb
39121,L23_IT
39259,L45_IT
39391,VLMC
39402,L45_IT
39491,L45_IT
39515,L45_IT
39611,L23_IT
39776,Astrocytes
39778,L23_IT
39807,Lamp5
39820,Endothelial
39838,OPC
39903,Astrocytes
40092,L45_IT
40186,L23_IT
40480,L5_PT
40493,Astrocytes
40675,L5_IT
40689,L23_IT
40758,PVM
40942,VLMC
40950,VLMC
41057,Pericytes
41070,L23_IT
41166,Oligodendrocytes
41331,L45_IT
41517,L6_CT
41588,PVM
41612,Pericytes
41824,SMC
41892,L6_CT
41976,L23_IT
42110,PVM
42217,L6_CT
42318,L45_IT
42332,L5_IT
42372,L5_PT
42373,L6_CT
42456,Endothelial
42499,L6_IT
42565,L23_IT
42566,Pvalb
42802,L45_IT
42899,Astrocytes
42955,Endothelial
43015,PVM
43019,Microglia
43081,Sst
43115,SMC
43134,Astrocytes
43265,L23_IT
43514,PVM
43636,L23_IT
43749,PVM
43956,L5_IT
43992,VLMC
44091,L23_IT
44121,L45_IT
44430,L23_IT
44447,L23_IT
44493,Endothelial
44508,L5_IT
44532,L23_IT
44651,L45_IT
44765,Endothelial
44787,L23_IT
44942,Oligodendrocytes
45093,L45_IT
45176,Astrocytes
45236,Vip
45272,L6_IT
45286,L23_IT
45603,Vip
45621,Pvalb
45654,L45_IT
45933,Pericytes
46225,L5_IT
46241,L23_IT
46631,Endothelial
46633,Endothelial
46970,Astrocytes
46975,SMC
47059,Pvalb
47073,L6_IT
47151,Microglia
47177,VLMC
47233,L23_IT
47282,Astrocytes
47555,Pvalb
47715,Astrocytes
47875,L23_IT
47886,Astrocytes
47995,L45_IT
48129,L5_PT
48195,OPC
48271,Astrocytes
48549,L23_IT
48564,L45_IT
48579,Endothelial
48689,Microglia
48779,L23_IT
48810,L5_PT
49125,L23_IT
49276,L23_IT
49292,L23_IT
49320,Microglia
49341,Pvalb
49448,Oligodendrocytes
49449,Vip
49527,Pericytes
49542,SMC
49695,L45_IT
49719,Sst
49722,L45_IT
49755,Microglia
49759,L6_CT
49911,L6_IT
50033,L5_IT
50113,Endothelial
50130,L45_IT
50133,L23_IT
50335,L45_IT
50426,L45_IT
50754,Astrocytes
51015,L45_IT
51039,Astrocytes
51047,Lamp5
51080,L45_IT
51332,Lamp5
51616,L23_IT
51636,Astrocytes
51785,L5_IT
51868,PVM
51936,Pvalb
52101,L23_IT
52413,L6_IT
52501,Oligodendrocytes
52803,L5_IT
52840,L6_CT
52952,Oligodendrocytes
53060,Astrocytes
53167,L45_IT
53305,Endothelial
53552,L23_IT
53640,L23_IT
53717,Sst
53738,L45_IT
53774,L5_PT
53985,Pvalb
54003,Pericytes
54007,L45_IT
54149,L23_IT
54207,L6_IT
54455,L6_CT
54456,Microglia
54611,VLMC
54649,L5_IT
54846,SMC
54854,L5_IT
54863,Pericytes
54896,Astrocytes
55233,Astrocytes
55277,Astrocytes
55427,L6_IT
55548,L5_IT
55570,L45_IT
55573,VLMC
55596,L45_IT
55910,L45_IT
56026,L23_IT
56112,L5_IT
56245,Endothelial
56857,Sst
56947,Astrocytes
56971,L5_PT
56986,L23_IT
57026,Pvalb
57121,Astrocytes
57159,Endothelial
57163,L23_IT
57190,Endothelial
57277,L45_IT
57298,Endothelial
57319,L45_IT
57618,L6_CT
57625,L23_IT
58062,Astrocytes
58323,L23_IT
58333,Astrocytes
58351,Endothelial
58489,Pericytes
58616,L45_IT
58769,Microglia
58941,L6_IT
58959,Sst
59076,L23_IT
59232,Endothelial
59455,L5_PT
59498,Oligodendrocytes
59674,Astrocytes
59768,PVM
59849,L23_IT
59860,L45_IT
59886,Pericytes
59966,L5_PT
60005,Endothelial
60024,L23_IT
60230,L6_IT
60270,Pvalb
60352,L23_IT
60431,Astrocytes
60628,Endothelial
60631,VLMC
60660,L23_IT
60706,Endothelial
61012,Microglia
61055,L45_IT
61269,L23_IT
61456,L45_IT
61461,Endothelial
61533,L23_IT
61584,Lamp5
61614,L5_PT
61653,L23_IT
61703,L5_PT
61824,VLMC
62149,L6_IT
62194,L5_PT
62250,L23_IT
62274,PVM
62331,L45_IT
62469,Endothelial
62570,L6_CT
62617,L23_IT
62649,L45_IT
62854,L23_IT
62862,L5_IT
62939,Endothelial
63009,Pericytes
63138,L5_PT
63153,VLMC
63258,Lamp5
63298,L23_IT
63299,L6_CT
63418,L45_IT
63462,Astrocytes
63468,Oligodendrocytes
63667,PVM
63790,L5_IT
63804,L6_CT
64329,Microglia
64541,L6_CT
64627,L23_IT
